Symbol,Company Name,Industry,Market Cap
SY,So-Young International,Interactive Media & Services,431.41M
SYBT,Stock Yards Bancorp,Banks,1.65B
SYBX,Synlogic,Biotechnology,182.58M
SYF,Synchrony Financial,Consumer Finance,29.06B
SYK,Stryker,Health Care Equipment & Supplies,98.82B
SYN,Synthetic Biologics,Biotechnology,57.60M
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,6.80B
SYNH,Syneos Health,Life Sciences Tools & Services,9.01B
SYNL,Synalloy,Metals & Mining,99.64M
SYPR,Sypris Solutions,Auto Components,88.15M
SYRS,Syros Pharmaceuticals,Biotechnology,280.55M
SYTA,Siyata Mobile,Communications Equipment,13.77M
SYY,Sysco,Food & Staples Retailing,41.65B
T,AT&T,Diversified Telecommunication Services,182.37B
TA,TravelCenters of America,Specialty Retail,803.82M
TAC,TransAlta,Independent Power and Renewable Elect...,3.05B
TACA,Trepont Acquisition I,Shell Companies,286.35M
TACO,Del Taco Restaurants,"Hotels, Restaurants & Leisure",315.52M
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",138.66M
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",23.01M
TAK,Takeda Pharmaceutical,Pharmaceuticals,44.64B
TAL,TAL Education Group,Diversified Consumer Services,2.98B
TALK,Talkspace,Medical Care Facilities,551.93M
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1.01B
TALS,Talaris Therapeutics,Biotechnology,658.69M
TANH,Tantech Holdings,Chemicals,24.99M
TAOP,Taoping,IT Services,45.14M
TAP,Molson Coors,Beverages,9.78B
TARA,ArTara Therapeutics,Biotechnology,76.85M
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,2.36B
TARS,Tarsus Pharmaceuticals,Biotechnology,588.42M
TASK,TaskUs,Information Technology Services,6.95B
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",190.74M
TATT,TAT Technologies,Aerospace & Defense,58.36M
TAYD,Taylor Devices,Machinery,39.41M
TBBK,"The Bancorp, Inc.",Banks,1.72B
TBCP,Thunder Bridge Capital Partners III,Shell Companies,513.81M
TBI,TrueBlue,Professional Services,1.10B
TBK,Triumph Bancorp,Banks,2.74B
TBLA,Taboola,Internet Content & Information,2.06B
TBLD,Thornburg Income Builder Opportunities Trust,n/a,351.58M
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",65.30M
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,233.34M
TBPH,Theravance Biopharma,Pharmaceuticals,559.84M
TBSA,TB SA Acquisition,Shell Companies,243.25M
TC,TuanChe,Internet Content & Information,42.05M
TCAC,Tuatara Capital Acquisition,Shell Companies,242.75M
TCBC,TC Bancshares,Banks-Regional,67.89M
TCBI,Texas Capital Bancshares,Banks,3.07B
TCBK,TriCo Bancshares,Banks,1.29B
TCBS,Texas Community Bancshares,Banks-Regional,49.96M
TCDA,Tricida,Pharmaceuticals,228.44M
TCFC,Community Financial Corporation,Banks,213.07M
TCI,Transcontinental Realty Investors,Real Estate Management & Development,337.85M
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,702.27M
TCN,Tricon Residential,Real Estate Services,3.80B
TCOM,Trip.com Group,Internet & Direct Marketing Retail,21.14B
TCON,TRACON Pharmaceuticals,Biotechnology,73.45M
TCPC,Blackrock TCP Capital,Capital Markets,818.56M
TCRR,TCR2 Therapeutics,Biotechnology,309.01M
TCRX,TScan Therapeutics,Biotechnology,156.56M
TCS,Container Store Group,Specialty Retail,518.91M
TCVA,TCV Acquisition,Shell Companies,500.78M
TCX,Tucows,IT Services,874.65M
TD,Toronto-Dominion Bank,Banks,128.24B
TDAC,Trident Acquisitions,Shell Companies,142.65M
TDC,Teradata,Software,6.31B
TDCX,TDCX,Specialty Business Services,3.26B
TDG,TransDigm Group,Aerospace & Defense,35.24B
TDOC,Teladoc Health,Health Care Technology,21.56B
TDS,Telephone & Data Systems,Wireless Telecommunication Services,2.18B
TDUP,ThredUp,Internet Retail,1.91B
TDW,Tidewater,Energy Equipment & Services,523.30M
TDY,Teledyne Technologies,Aerospace & Defense,20.01B
TEAM,Atlassian,Software,103.22B
TECH,Bio-Techne,Life Sciences Tools & Services,19.53B
TECK,Teck Resources,Metals & Mining,15.59B
TEDU,Tarena International,Diversified Consumer Services,57.87M
TEF,Telefonica,Diversified Telecommunication Services,24.69B
TEKK,Tekkorp Digital Acquisition,Shell Companies,305.94M
TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",48.26B
TELA,TELA Bio,Health Care Equipment & Supplies,182.35M
TELL,Tellurian,"Oil, Gas & Consumable Fuels",1.77B
TEN,Tenneco,Auto Components,1.16B
TENB,Tenable Holdings,Software,5.49B
TENX,Tenax Therapeutics,Biotechnology,43.60M
TEO,Telecom Argentina,Diversified Telecommunication Services,2.19B
TER,Teradyne,Semiconductors & Semiconductor Equipment,18.99B
TERN,Terns Pharmaceuticals,Biotechnology,248.79M
TESS,TESSCO Technologies,Communications Equipment,47.33M
TETC,Tech & Energy Transition,Shell Companies,469.70M
TEVA,Teva Pharmaceutical,Pharmaceuticals,11.03B
TEX,Terex,Machinery,3.04B
TFC,Truist Financial,Banks,81.88B
TFFP,TFF Pharmaceuticals,Pharmaceuticals,197.39M
TFII,TFI International,Road & Rail,10.25B
TFSL,TFS Financial,Thrifts & Mortgage Finance,5.60B
TFX,Teleflex,Health Care Equipment & Supplies,16.84B
TG,Tredegar,Chemicals,429.01M
TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",197.06M
TGB,Taseko Mines,Metals & Mining,636.07M
TGH,Textainer Group Holdings,Trading Companies & Distributors,1.92B
TGI,Triumph Group,Aerospace & Defense,1.29B
TGLS,Tecnoglass,Construction Materials,1.27B
TGNA,Tegna,Media,4.34B
TGP,Teekay LNG Partners,"Oil, Gas & Consumable Fuels",1.49B
TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",834.06M
TGT,Target,Multiline Retail,121.47B
TGTX,TG Therapeutics,Biotechnology,4.68B
TH,Target Hospitality,"Hotels, Restaurants & Leisure",377.78M
THC,Tenet Healthcare,Health Care Providers & Services,6.74B
THCA,Tuscan Holdings Corp. II,Shell Companies,196.62M
THCP,Thunder Bridge Capital Partners IV,Shell Companies,280.31M
THFF,First Financial Corporation,Banks,549.59M
THG,Hanover Insurance Group,Insurance,4.76B
THM,International Tower Hill Mines,Metals & Mining,160.36M
THMA,Thimble Point Acquisition,Shell Companies,342.93M
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,21.32M
THO,Thor Industries,Automobiles,6.06B
THR,Thermon Group Holdings,Electrical Equipment,561.47M
THRM,Gentherm,Auto Components,2.86B
THRN,Thorne HealthTech,Packaged Foods,414.87M
THRX,Theseus Pharmaceuticals,Biotechnology,600.49M
THRY,Thryv Holdings,Media,1.04B
THS,TreeHouse Foods,Food Products,2.21B
THTX,Theratechnologies,Biotechnology,334.83M
TIG,Trean Insurance Group,Biotechnology,519.41M
TIGO,Millicom International Cellular,Wireless Telecommunication Services,3.68B
TIGR,UP Fintech Holding,Capital Markets,1.26B
TIL,Instil Bio,Biotechnology,2.29B
TILE,Interface,Commercial Services & Supplies,892.91M
TIMB,TIM S.A.,Telecom Services,5.44B
TINV,Tiga Acquisition,Shell Companies,348.79M
TIOA,Tio Tech A,Shell Companies,418.31M
TIPT,Tiptree,Insurance,537.48M
TIRX,Tian Ruixiang Holdings,Insurance Brokers,43.26M
TISI,"Team, Inc.",Commercial Services & Supplies,84.27M
TITN,Titan Machinery,Trading Companies & Distributors,617.08M
TIXT,TELUS International,Software-Infrastructure,9.62B
TJX,TJX Companies,Specialty Retail,77.05B
TK,Teekay Corporation,"Oil, Gas & Consumable Fuels",368.19M
TKAT,Takung Art,Interactive Media & Services,94.36M
TKC,Turkcell,Wireless Telecommunication Services,3.64B
TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,617.94M
TKR,Timken,Machinery,5.48B
TLGA,TLG Acquisition One,Shell Companies,487.50M
TLIS,Talis Biomedical,Medical Devices,146.44M
TLK,Telkom Indonesia,Diversified Telecommunication Services,26.65B
TLMD,SOC Telemed,Medical Care Facilities,196.22M
TLRY,Tilray,Pharmaceuticals,4.67B
TLS,Telos,Software,1.90B
TLSA,Tiziana Life Sciences,Biotechnology,146.93M
TLYS,Tilly's,Specialty Retail,434.95M
TM,Toyota Motor,Automobiles,287.58B
TMAC,Music Acquisition,Shell Companies,279.33M
TMBR,Timber Pharmaceuticals,Biotechnology,26.21M
TMC,TMC the metals company,Other Industrial Metals & Mining,866.13M
TMCI,Treace Medical Concepts,Medical Devices,1.30B
TMDI,Titan Medical,Health Care Equipment & Supplies,167.61M
TMDX,TransMedics Group,Health Care Equipment & Supplies,734.82M
TME,Tencent Music Entertainment,Entertainment,12.88B
TMHC,Taylor Morrison Home,Household Durables,3.41B
TMKR,Tastemaker Acquisition,Shell Companies,338.79M
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,231.34B
TMP,Tompkins Financial,Banks,1.20B
TMPM,Turmeric Acquisition,Shell Companies,123.44M
TMQ,Trilogy Metals,Metals & Mining,311.63M
TMST,TimkenSteel,Metals & Mining,604.92M
TMTS,Spartacus Acquisition,Shell Companies,253.25M
TMUS,T-Mobile US,Wireless Telecommunication Services,146.49B
TMX,Terminix Global Holdings,Personal Services,5.00B
TNC,Tennant Company,Machinery,1.43B
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,7.74B
TNET,TriNet Group,Professional Services,6.51B
TNGX,Tango Therapeutics,Biotechnology,1.18B
TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",462.38M
TNL,Travel+Leisure,"Hotels, Restaurants & Leisure",4.60B
TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",171.04M
TNXP,Tonix Pharmaceuticals,Biotechnology,216.30M
TNYA,Tenaya Therapeutics,Biotechnology,826.21M
TOL,Toll Brothers,Household Durables,7.13B
TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,24.80M
TOPS,Top Ships,"Oil, Gas & Consumable Fuels",58.55M
TOST,Toast,Software-Infrastructure,25.73B
TOUR,Tuniu Corporation,"Hotels, Restaurants & Leisure",181.57M
TOWN,TowneBank,Banks,2.32B
TPB,Turning Point Brands,Tobacco,907.22M
TPC,Tutor Perini,Construction & Engineering,661.38M
TPGS,TPG Pace Solutions,Shell Companies,392.35M
TPGY,TPG Pace Beneficial Finance,Shell Companies,457.62M
TPH,TRI Pointe Group,Household Durables,2.66B
TPHS,Trinity Place Holdings,Real Estate Management & Development,69.16M
TPIC,TPI Composites,Electrical Equipment,1.32B
TPL,Texas Pacific Land Trust,"Oil, Gas & Consumable Fuels",9.49B
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",10.73B
TPST,Tempest Therapeutics,Biotechnology,98.40M
TPTX,Turning Point Therapeutics,Biotechnology,2.31B
TPVG,TriplePoint Venture Growth BDC,Capital Markets,526.77M
TPX,Tempur Sealy International,Household Durables,9.14B
TR,Tootsie Roll Industries,Food Products,2.13B
TRC,Tejon Ranch,Real Estate Management & Development,475.79M
TRCA,Twin Ridge Capital Acquisition,Shell Companies,58.83M
TREB,Trebia Acquisition,Shell Companies,643.64M
TREC,Trecora Resources,Chemicals,191.01M
TREE,LendingTree,Thrifts & Mortgage Finance,2.07B
TREX,Trex Company,Building Products,10.99B
TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",12.76B
TRHC,Tabula Rasa HealthCare,Health Care Technology,638.08M
TRI,Thomson Reuters,Professional Services,57.77B
TRIB,Trinity Biotech,Health Care Equipment & Supplies,41.18M
TRIL,Trillium Therapeutics,Biotechnology,1.84B
TRIN,Trinity Capital,Asset Management,424.88M
TRIP,TripAdvisor,Interactive Media & Services,5.14B
TRIT,Triterras Fintech,Information Technology Services,499.59M
TRKA,Troika Media Group,Advertising Agencies,21.68M
TRMB,Trimble,"Electronic Equipment, Instruments & C...",21.44B
TRMD,Torm PLC,Oil & Gas Midstream,743.26M
TRMK,Trustmark,Banks,2.06B
TRMR,Tremor International,Advertising Agencies,1.45B
TRN,Trinity Industries,Machinery,2.87B
TRNO,Terreno Realty,Equity Real Estate Investment Trusts...,4.90B
TRNS,Transcat,Trading Companies & Distributors,527.22M
TRON,Corner Growth Acquisition 2,Shell Companies,215.69M
TROW,T. Rowe Price Group,Capital Markets,45.42B
TROX,Tronox Holdings,Chemicals,3.86B
TRP,TC Energy,"Oil, Gas & Consumable Fuels",52.70B
TRQ,Turquoise Hill Resources,Metals & Mining,2.62B
TRS,TriMas Corporation,Machinery,1.41B
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,627.65M
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,17.57M
TRTL,TortoiseEcofin Acquisition III,Shell Companies,364.88M
TRTN,Triton International,Trading Companies & Distributors,3.66B
TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trus...,986.96M
TRU,TransUnion,Professional Services,22.17B
TRUE,TrueCar,Interactive Media & Services,407.75M
TRUP,Trupanion,Insurance,3.80B
TRV,Travelers,Insurance,38.25B
TRVG,Trivago,Interactive Media & Services,942.86M
TRVI,Trevi Therapeutics,Pharmaceuticals,30.92M
TRVN,Trevena,Biotechnology,183.35M
TRX,Tanzanian Gold,Metals & Mining,124.72M
TS,Tenaris,Energy Equipment & Services,13.46B
TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,237.75M
TSC,TriState Capital Holdings,Banks,730.94M
TSCO,Tractor Supply,Specialty Retail,23.16B
TSE,Trinseo,Chemicals,2.17B
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,3.29B
TSHA,Taysha Gene Therapies,Biotechnology,686.43M
TSIB,Tishman Speyer Innovation II,Shell Companies,367.12M
TSLA,Tesla,Automobiles,844.52B
TSLX,TPG Specialty Lending,Capital Markets,1.71B
TSM,Taiwan Semiconductor,Semiconductors & Semiconductor Equipment,598.15B
TSN,Tyson Foods,Food Products,29.04B
TSP,TuSimple Holdings,Trucking,7.69B
TSPQ,TCW Special Purpose Acquisition,Shell Companies,565.42M
TSQ,Townsquare Media,Media,229.52M
TSRI,"TSR, Inc.",IT Services,18.59M
TT,Trane Technologies,Building Products,41.34B
TTC,Toro Company,Machinery,10.45B
TTCF,Tattooed Chef,Packaged Foods,1.43B
TTD,The Trade Desk,Software,37.56B
TTE,TotalEnergies,"Oil, Gas & Consumable Fuels",128.08B
TTEC,TTEC Holdings,IT Services,4.40B
TTEK,Tetra Tech,Commercial Services & Supplies,8.75B
TTGT,TechTarget,Media,2.46B
TTI,TETRA Technologies,Energy Equipment & Services,453.25M
TTM,Tata Motors,Automobiles,25.88B
TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1.45B
TTNP,Titan Pharmaceuticals,Pharmaceuticals,16.92M
TTOO,T2 Biosystems,Biotechnology,136.04M
TTSH,Tile Shop Holdings,Specialty Retail,404.31M
TTWO,Take-Two Interactive,Entertainment,20.01B
TU,TELUS Corporation,Diversified Telecommunication Services,30.66B
TUEM,Tuesday Morning,Discount Stores,205.73M
TUFN,Tufin Software Technologies,Software,363.21M
TUGC,TradeUP Global,Shell Companies,51.21M
TUP,Tupperware Brands,Household Durables,1.17B
TURN,180 Degree Capital,Capital Markets,73.46M
TUSK,Mammoth Energy Services,Energy Equipment & Services,157.78M
TUYA,Tuya,Software-Infrastructure,4.61B
TV,Grupo Televisa,Media,6.59B
TVAC,Thayer Ventures Acquisition,Shell Companies,218.43M
TVTX,Travere Therapeutics,Biotechnology,1.47B
TVTY,Tivity Health,Health Care Providers & Services,1.21B
TW,Tradeweb Markets,Capital Markets,19.22B
TWCB,Bilander Acquisition,Shell Companies,193.60M
TWI,Titan International,Machinery,440.79M
TWIN,Twin Disc,Machinery,155.53M
TWKS,Thoughtworks Holding,Information Technology Services,8.57B
TWLO,Twilio,IT Services,62.59B
TWLV,Twelve Seas Investment II,Shell Companies,77.84M
TWND,Tailwind Acquisition,Shell Companies,409.46M
TWNI,Tailwind International Acquisition,Shell Companies,421.76M
TWNK,Hostess Brands,Food Products,2.37B
TWNT,Tailwind Two Acquisition,Shell Companies,417.88M
TWO,Two Harbors Investment,Mortgage Real Estate Investment Trus...,2.10B
TWOA,two,Shell Companies,267.74M
TWOU,"2U, Inc",Software,2.54B
TWST,Twist Bioscience,Biotechnology,5.58B
TWTR,Twitter,Interactive Media & Services,51.74B
TX,Ternium,Metals & Mining,8.77B
TXG,10X Genomics,Life Sciences Tools & Services,16.88B
TXMD,TherapeuticsMD,Pharmaceuticals,312.65M
TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,179.15B
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",6.36B
TXT,Textron,Aerospace & Defense,16.41B
TYG,Tortoise Energy Infrastructure,Asset Management,233.20M
TYL,Tyler Technologies,Software,20.64B
TYME,Tyme Technologies,Biotechnology,166.15M
TYRA,Tyra Biosciences,Biotechnology,745.88M
TZOO,Travelzoo,Interactive Media & Services,136.85M
TZPS,TZP Strategies Acquisition,Shell Companies,350.75M
U,Unity Software,Software,39.84B
UA,Under Armour,"Textiles, Apparel & Luxury Goods",8.96B
UAA,Under Armour,"Textiles, Apparel & Luxury Goods",8.94B
UAL,United Airlines,Airlines,15.33B
UAMY,United States Antimony,Metals & Mining,94.85M
UAN,CVR Partners,Chemicals,871.17M
UAVS,AgEagle Aerial Systems,Machinery,208.15M
UBA,Urstadt Biddle Properties,Equity Real Estate Investment Trusts...,790.17M
UBCP,United Bancorp,Banks,87.71M
UBER,Uber Technologies,Road & Rail,91.13B
UBFO,United Security Bancshares,Banks,135.57M
UBOH,United Bancshares,Banks,97.95M
UBP,Urstadt Biddle Properties,Equity Real Estate Investment Trusts...,790.76M
UBS,UBS Group,Capital Markets,59.83B
UBSI,United Bankshares,Banks,4.70B
UBX,Unity Biotechnology,Biotechnology,127.87M
UCBI,United Community Banks,Banks,2.94B
UCL,uCloudlink Group,Telecom Services,117.80M
UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,1.97B
UDR,"UDR, Inc.",Equity Real Estate Investment Trusts...,16.14B
UE,Urban Edge Properties,Equity Real Estate Investment Trusts...,2.16B
UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",846.69M
UEIC,Universal Electronics,Household Durables,619.44M
UEPS,Net 1 UEPS Technologies,IT Services,301.79M
UFAB,Unique Fabricating,Auto Components,37.31M
UFCS,United Fire Group,Insurance,549.57M
UFI,"Unifi, Inc.","Textiles, Apparel & Luxury Goods",417.57M
UFPI,Universal Forest Products,Building Products,4.65B
UFPT,UFP Technologies,Containers & Packaging,479.37M
UFS,Domtar,Paper & Forest Products,2.76B
UG,United-Guardian,Personal Products,65.65M
UGI,UGI Corporation,Gas Utilities,9.23B
UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",3.00B
UGRO,Urban-gro,Farm & Heavy Construction Machinery,124.57M
UHAL,Amerco,Road & Rail,14.34B
UHS,Universal Health Services,Health Care Providers & Services,10.96B
UHT,Universal Health Realty Income Trust,Equity Real Estate Investment Trusts...,783.18M
UI,Ubiquiti,Communications Equipment,19.98B
UIHC,United Insurance Holdings,Insurance,175.20M
UIS,Unisys,IT Services,1.78B
UK,Ucommune International,Real Estate Services,85.65M
UL,Unilever PLC,Personal Products,135.72B
ULBI,Ultralife,Electrical Equipment,112.93M
ULCC,Frontier Group Holdings,Airlines,3.48B
ULH,Universal Logistics Holdings,Road & Rail,560.46M
ULTA,Ulta Beauty,Specialty Retail,22.12B
UMBF,UMB Financial,Banks,4.81B
UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,25.95B
UMH,UMH Properties,Equity Real Estate Investment Trusts...,1.12B
UMPQ,Umpqua Holdings,Banks,4.56B
UNAM,Unico American,Insurance,18.83M
UNB,Union Bankshares,Banks,148.41M
UNCY,Unicycive Therapeutics,Biotechnology,35.64M
UNF,UniFirst,Commercial Services & Supplies,4.00B
UNFI,United Natural Foods,Food & Staples Retailing,2.51B
UNH,UnitedHealth,Health Care Providers & Services,400.38B
UNIT,Uniti Group,Equity Real Estate Investment Trusts...,2.84B
UNM,Unum Group,Insurance,5.63B
UNP,Union Pacific,Road & Rail,146.90B
UNTY,Unity Bancorp,Banks,265.56M
UNVR,Univar Solutions,Trading Companies & Distributors,4.40B
UONE,Urban One,Media,371.19M
UONEK,Urban One,Media,375.91M
UP,Wheels Up,Airports & Air Services,1.74B
UPC,Universe Pharmaceuticals,Biotechnology,49.70M
UPH,UpHealth,Health Information Services,267.80M
UPLD,Upland Software,Software,1.02B
UPS,United Parcel Service,Air Freight & Logistics,168.45B
